Date,time,open,close,price,volume,valueChange,percentageChange
15-11-2021,13:52:46,1782.1,1780.2,1797.4,2988332,15.3,0.85853768
15-11-2021,13:55:41,1782.1,1780.2,1798.5,3005358,16.4,0.920262612
15-11-2021,13:56:05,1782.1,1780.2,1797.95,3009137,15.85,0.889400146
15-11-2021,13:56:27,1782.1,1780.2,1798.45,3010057,16.35,0.917456933
15-11-2021,13:57:23,1782.1,1780.2,1799,3013049,16.9,0.948319398
15-11-2021,13:58:28,1782.1,1780.2,1799,3016801,16.9,0.948319398
15-11-2021,14:00:25,1782.1,1780.2,1799.15,3024871,17.05,0.956736435
15-11-2021,14:01:47,1782.1,1780.2,1799.8,3036759,17.7,0.993210258
15-11-2021,14:05:33,1782.1,1780.2,1799.95,3076361,17.85,1.001627294
15-11-2021,14:06:11,1782.1,1780.2,1799.65,3080968,17.55,0.984793221
15-11-2021,14:07:20,1782.1,1780.2,1799.05,3085427,16.95,0.951125077
15-11-2021,14:08:54,1782.1,1780.2,1798.75,3090975,16.65,0.934291005
15-11-2021,14:11:34,1782.1,1780.2,1799.2,3099991,17.1,0.959542113
15-11-2021,14:12:09,1782.1,1780.2,1798.95,3103525,16.85,0.94551372
15-11-2021,14:13:38,1782.1,1780.2,1799.9,3214691,17.8,0.998821615
15-11-2021,14:20:23,1782.1,1780.2,1799.75,3234111,17.65,0.990404579
15-11-2021,14:20:40,1782.1,1780.2,1799.4,3235077,17.3,0.970764828
15-11-2021,14:21:14,1782.1,1780.2,1799.35,3236754,17.25,0.967959149
15-11-2021,14:26:30,1782.1,1780.2,1799.5,3319577,17.4,0.976376185
15-11-2021,14:27:23,1782.1,1780.2,1799,3324409,16.9,0.948319398
15-11-2021,14:29:53,1782.1,1780.2,1798.65,3335692,16.55,0.928679648
15-11-2021,14:30:39,1782.1,1780.2,1798.5,3338084,16.4,0.920262612
15-11-2021,14:32:11,1782.1,1780.2,1797.75,3357761,15.65,0.878177431
15-11-2021,14:33:23,1782.1,1780.2,1798.75,3374502,16.65,0.934291005
15-11-2021,14:34:32,1782.1,1780.2,1798.25,3381579,16.15,0.906234218
15-11-2021,14:36:14,1782.1,1780.2,1798,3394999,15.9,0.892205825
15-11-2021,14:38:18,1782.1,1780.2,1798.4,3404984,16.3,0.914651254
15-11-2021,14:40:41,1782.1,1780.2,1798.25,3420724,16.15,0.906234218
15-11-2021,14:43:36,1782.1,1780.2,1794.05,3502060,11.95,0.670557208
15-11-2021,14:45:02,1782.1,1780.2,1795.1,3514937,13,0.72947646
15-11-2021,14:56:20,1782.1,1780.2,1790.6,3700236,8.5,0.476965378
15-11-2021,14:56:53,1782.1,1780.2,1791.05,3704078,8.95,0.502216486
15-11-2021,14:58:03,1782.1,1780.2,1791.75,3728948,9.65,0.541495988
15-11-2021,14:59:09,1782.1,1780.2,1790.85,3747415,8.75,0.490993771
15-11-2021,15:04:14,1782.1,1780.2,1791.35,3855243,9.25,0.519050558
15-11-2021,15:09:03,1782.1,1780.2,1788.75,3954424,6.65,0.373155266
15-11-2021,15:09:59,1782.1,1780.2,1787.55,3971822,5.45,0.305818978
15-11-2021,15:10:16,1782.1,1780.2,1787.65,3975228,5.55,0.311430335
15-11-2021,15:15:27,1782.1,1780.2,1786.75,4074834,4.65,0.260928119
15-11-2021,15:15:49,1782.1,1780.2,1786.45,4083449,4.35,0.244094046
15-11-2021,15:16:38,1782.1,1780.2,1785.8,4097297,3.7,0.207620223
15-11-2021,15:18:13,1782.1,1780.2,1785.25,4126199,3.15,0.176757758
15-11-2021,15:19:00,1782.1,1780.2,1785.55,4137487,3.45,0.19359183
15-11-2021,15:21:31,1782.1,1780.2,1787.55,4188266,5.45,0.305818978
15-11-2021,15:24:05,1782.1,1780.2,1785.7,4232258,3.6,0.202008866
15-11-2021,15:24:40,1782.1,1780.2,1785.55,4245989,3.45,0.19359183
15-11-2021,15:25:32,1782.1,1780.2,1786.6,4268184,4.5,0.252511082
15-11-2021,15:26:02,1782.1,1780.2,1785,4280145,2.9,0.162729364
15-11-2021,15:26:16,1782.1,1780.2,1784.05,4286652,1.95,0.109421469
15-11-2021,15:27:02,1782.1,1780.2,1782.85,4316155,0.75,0.04208518
15-11-2021,15:27:33,1782.1,1780.2,1782.65,4329000,0.55,0.030862466
15-11-2021,15:27:36,1782.1,1780.2,1782.6,4330165,0.5,0.028056787
15-11-2021,15:27:39,1782.1,1780.2,1782,4331407,-0.1,-0.005611357
15-11-2021,15:28:08,1782.1,1780.2,1782.7,4335496,0.6,0.033668144
15-11-2021,15:28:41,1782.1,1780.2,1782.2,4339518,0.1,0.005611357
15-11-2021,15:28:47,1782.1,1780.2,1782,4340499,-0.1,-0.005611357
15-11-2021,15:29:30,1782.1,1780.2,1785,4351990,2.9,0.162729364
15-11-2021,15:29:56,1782.1,1780.2,1784.15,4353139,2.05,0.115032826
15-11-2021,15:33:37,1782.1,1780.2,1787.15,6083486,5.05,0.283373548
16-11-2021,10:18:46,1790,1787.15,1794.25,1169554,4.25,0.237430168
16-11-2021,10:20:05,1790,1787.15,1795.7,1201299,5.7,0.318435754
16-11-2021,10:20:13,1790,1787.15,1795.1,1207263,5.1,0.284916201
16-11-2021,10:20:16,1790,1787.15,1794.9,1208318,4.9,0.273743017
16-11-2021,10:23:27,1790,1787.15,1795.35,1249844,5.35,0.298882682
16-11-2021,10:24:29,1790,1787.15,1796,1265934,6,0.335195531
16-11-2021,10:25:21,1790,1787.15,1796.15,1277310,6.15,0.343575419
16-11-2021,10:26:48,1790,1787.15,1796,1308565,6,0.335195531
16-11-2021,10:29:52,1790,1787.15,1797.15,1333685,7.15,0.399441341
16-11-2021,10:30:17,1790,1787.15,1797.95,1336058,7.95,0.444134078
16-11-2021,10:34:33,1790,1787.15,1798,1384211,8,0.446927374
16-11-2021,10:35:16,1790,1787.15,1798.85,1394022,8.85,0.494413408
16-11-2021,10:35:54,1790,1787.15,1798.95,1403128,8.95,0.5
16-11-2021,10:38:23,1790,1787.15,1799.4,1585074,9.4,0.525139665
16-11-2021,10:39:23,1790,1787.15,1799.3,1593688,9.3,0.519553073
16-11-2021,10:40:53,1790,1787.15,1803.55,1691462,13.55,0.75698324
16-11-2021,10:43:09,1790,1787.15,1803.65,1725880,13.65,0.762569832
16-11-2021,10:43:53,1790,1787.15,1804.7,1745181,14.7,0.82122905
16-11-2021,10:46:21,1790,1787.15,1805,1886065,15,0.837988827
16-11-2021,10:49:26,1790,1787.15,1808.55,2119953,18.55,1.036312849
16-11-2021,10:50:16,1790,1787.15,1806.35,2138341,16.35,0.913407821
16-11-2021,10:51:45,1790,1787.15,1804.6,2154532,14.6,0.815642458
16-11-2021,10:53:06,1790,1787.15,1806.8,2166796,16.8,0.938547486
16-11-2021,10:56:21,1790,1787.15,1808.35,2205721,18.35,1.025139665
16-11-2021,11:03:41,1790,1787.15,1806.5,2426109,16.5,0.921787709
16-11-2021,11:14:19,1790,1787.15,1805.2,2673260,15.2,0.849162011
16-11-2021,11:15:04,1790,1787.15,1805.5,2680646,15.5,0.865921788
16-11-2021,11:16:11,1790,1787.15,1805.6,2698405,15.6,0.87150838
16-11-2021,11:16:37,1790,1787.15,1805.6,2705962,15.6,0.87150838
16-11-2021,11:17:09,1790,1787.15,1805.55,2716948,15.55,0.868715084
16-11-2021,11:18:07,1790,1787.15,1805.5,2722854,15.5,0.865921788
16-11-2021,11:18:30,1790,1787.15,1804.6,2728531,14.6,0.815642458
16-11-2021,11:26:17,1790,1787.15,1801,2793803,11,0.61452514
16-11-2021,11:28:07,1790,1787.15,1802.25,2806669,12.25,0.684357542
16-11-2021,11:28:16,1790,1787.15,1801.75,2807487,11.75,0.656424581
16-11-2021,11:28:58,1790,1787.15,1801.65,2833503,11.65,0.650837989
16-11-2021,11:30:08,1790,1787.15,1801.5,2839793,11.5,0.642458101
16-11-2021,11:30:40,1790,1787.15,1801.1,2841183,11.1,0.620111732
16-11-2021,11:33:16,1790,1787.15,1800,2925339,10,0.558659218
16-11-2021,11:35:06,1790,1787.15,1800.35,2936419,10.35,0.578212291
16-11-2021,11:36:45,1790,1787.15,1802.8,2947287,12.8,0.715083799
16-11-2021,11:50:29,1790,1787.15,1801,3217143,11,0.61452514
16-11-2021,11:51:31,1790,1787.15,1801.8,3219960,11.8,0.659217877
16-11-2021,11:53:51,1790,1787.15,1801.2,3227443,11.2,0.625698324
16-11-2021,11:54:58,1790,1787.15,1801.2,3231143,11.2,0.625698324
16-11-2021,11:56:50,1790,1787.15,1800.75,3238984,10.75,0.600558659
16-11-2021,11:58:35,1790,1787.15,1800.85,3265572,10.85,0.606145251
16-11-2021,11:59:58,1790,1787.15,1800.9,3274533,10.9,0.608938547
16-11-2021,12:05:18,1790,1787.15,1799.25,3334057,9.25,0.516759777
16-11-2021,12:06:05,1790,1787.15,1799.45,3343101,9.45,0.527932961
16-11-2021,12:19:04,1790,1787.15,1801,3423421,11,0.61452514
16-11-2021,12:20:02,1790,1787.15,1800.8,3427011,10.8,0.603351955
16-11-2021,12:21:18,1790,1787.15,1800.95,3431315,10.95,0.611731844
16-11-2021,12:24:59,1790,1787.15,1800.75,3451944,10.75,0.600558659
16-11-2021,12:25:57,1790,1787.15,1800.2,3462128,10.2,0.569832402
16-11-2021,12:26:15,1790,1787.15,1800.2,3470487,10.2,0.569832402
16-11-2021,12:26:56,1790,1787.15,1799.6,3496903,9.6,0.536312849
16-11-2021,12:27:39,1790,1787.15,1799.15,3499787,9.15,0.511173184
16-11-2021,12:29:04,1790,1787.15,1799.85,3505682,9.85,0.55027933
16-11-2021,12:30:14,1790,1787.15,1800,3520313,10,0.558659218
16-11-2021,12:34:30,1790,1787.15,1800.15,3552579,10.15,0.567039106
16-11-2021,12:36:50,1790,1787.15,1800.55,3566621,10.55,0.589385475
16-11-2021,12:40:18,1790,1787.15,1799.95,3581893,9.95,0.555865922
16-11-2021,12:41:41,1790,1787.15,1800.35,3589212,10.35,0.578212291
16-11-2021,12:46:24,1790,1787.15,1799.9,3617490,9.9,0.553072626
16-11-2021,12:47:25,1790,1787.15,1799.8,3620707,9.8,0.547486034
16-11-2021,12:54:34,1790,1787.15,1799.25,3674220,9.25,0.516759777
16-11-2021,12:56:27,1790,1787.15,1800.1,3685095,10.1,0.56424581
16-11-2021,12:58:44,1790,1787.15,1799.85,3697910,9.85,0.55027933
16-11-2021,13:01:39,1790,1787.15,1800.1,3708283,10.1,0.56424581
16-11-2021,13:02:47,1790,1787.15,1800,3716918,10,0.558659218
16-11-2021,13:09:35,1790,1787.15,1800.2,3747967,10.2,0.569832402
16-11-2021,13:13:06,1790,1787.15,1802,3783167,12,0.670391061
16-11-2021,13:13:51,1790,1787.15,1801.9,3787573,11.9,0.664804469
16-11-2021,13:58:23,1790,1787.15,1800.1,4072326,10.1,0.56424581
16-11-2021,14:10:56,1790,1787.15,1799.5,4173259,9.5,0.530726257
16-11-2021,14:11:04,1790,1787.15,1799.65,4174114,9.65,0.539106145
16-11-2021,14:13:49,1790,1787.15,1799.45,4198077,9.45,0.527932961
16-11-2021,14:25:11,1790,1787.15,1795.9,4339507,5.9,0.329608939
16-11-2021,14:26:28,1790,1787.15,1796.3,4356120,6.3,0.351955307
16-11-2021,14:44:05,1790,1787.15,1798.95,4541329,8.95,0.5
16-11-2021,14:54:23,1790,1787.15,1795.3,4653513,5.3,0.296089385
16-11-2021,15:02:16,1790,1787.15,1796.1,4824588,6.1,0.340782123
16-11-2021,15:03:16,1790,1787.15,1795,4864646,5,0.279329609
16-11-2021,15:05:07,1790,1787.15,1795.5,4950930,5.5,0.30726257
16-11-2021,15:05:44,1790,1787.15,1794.3,4978648,4.3,0.240223464
16-11-2021,15:06:14,1790,1787.15,1795.2,5005578,5.2,0.290502793
16-11-2021,15:16:27,1790,1787.15,1790.4,5442594,0.4,0.022346369
16-11-2021,15:19:41,1790,1787.15,1790.3,5615837,0.3,0.016759777
16-11-2021,15:20:59,1790,1787.15,1790.85,5671729,0.85,0.047486034
16-11-2021,15:34:13,1790,1787.15,1792.3,6055592,2.3,0.12849162
17-11-2021,09:52:17,1792.55,1792.3,1782.5,795027,-10.05,-0.560653817
17-11-2021,09:53:06,1792.55,1792.3,1782.65,804769,-9.9,-0.55228585
17-11-2021,09:55:12,1792.55,1792.3,1783.75,824421,-8.8,-0.490920755
17-11-2021,09:58:31,1792.55,1792.3,1784.35,861082,-8.2,-0.457448886
17-11-2021,09:59:10,1792.55,1792.3,1785,872291,-7.55,-0.421187694
17-11-2021,10:20:15,1792.55,1792.3,1788.7,1096998,-3.85,-0.21477783
17-11-2021,10:21:37,1792.55,1792.3,1788.85,1146246,-3.7,-0.206409863
17-11-2021,10:23:00,1792.55,1792.3,1791.3,1157735,-1.25,-0.069733062
17-11-2021,10:49:20,1792.55,1792.3,1794.05,1405075,1.5,0.083679674
17-11-2021,10:49:33,1792.55,1792.3,1794.7,1406421,2.15,0.119940866
17-11-2021,10:50:11,1792.55,1792.3,1794,1410537,1.45,0.080890352
17-11-2021,10:53:20,1792.55,1792.3,1794.25,1461994,1.7,0.094836964
17-11-2021,10:54:02,1792.55,1792.3,1794,1464188,1.45,0.080890352
17-11-2021,10:54:55,1792.55,1792.3,1794.15,1467838,1.6,0.089258319
17-11-2021,10:55:29,1792.55,1792.3,1794.05,1470070,1.5,0.083679674
17-11-2021,11:17:50,1792.55,1792.3,1795.35,1722537,2.8,0.156202059
17-11-2021,11:21:33,1792.55,1792.3,1795.05,1772166,2.5,0.139466124
17-11-2021,11:21:41,1792.55,1792.3,1795.1,1772433,2.55,0.142255446
17-11-2021,11:27:18,1792.55,1792.3,1795.4,1801254,2.85,0.158991381
17-11-2021,11:47:54,1792.55,1792.3,1796.5,1973012,3.95,0.220356475
17-11-2021,11:48:00,1792.55,1792.3,1796.95,1973429,4.4,0.245460378
17-11-2021,11:59:38,1792.55,1792.3,1796.65,2038954,4.1,0.228724443
17-11-2021,11:59:42,1792.55,1792.3,1796.6,2039217,4.05,0.22593512
17-11-2021,11:59:48,1792.55,1792.3,1796.55,2039450,4,0.223145798
17-11-2021,12:14:07,1792.55,1792.3,1796.65,2206308,4.1,0.228724443
17-11-2021,12:14:13,1792.55,1792.3,1797.1,2208612,4.55,0.253828345
17-11-2021,12:35:25,1792.55,1792.3,1795.3,2438989,2.75,0.153412736
17-11-2021,13:20:28,1792.55,1792.3,1797.7,2776298,5.15,0.287300215
17-11-2021,13:20:37,1792.55,1792.3,1797.65,2776447,5.1,0.284510892
17-11-2021,13:20:50,1792.55,1792.3,1797.05,2777923,4.5,0.251039023
17-11-2021,13:23:05,1792.55,1792.3,1797,2787585,4.45,0.2482497
17-11-2021,13:23:32,1792.55,1792.3,1797.05,2788350,4.5,0.251039023
17-11-2021,13:37:10,1792.55,1792.3,1798.05,2881201,5.5,0.306825472
17-11-2021,13:38:41,1792.55,1792.3,1798.25,2887882,5.7,0.317982762
17-11-2021,13:43:28,1792.55,1792.3,1801.5,2969275,8.95,0.499288723
17-11-2021,13:45:56,1792.55,1792.3,1801.6,2982761,9.05,0.504867368
17-11-2021,13:56:59,1792.55,1792.3,1800.5,3046438,7.95,0.443502273
17-11-2021,14:01:39,1792.55,1792.3,1800.2,3067667,7.65,0.426766338
17-11-2021,14:12:16,1792.55,1792.3,1799,3134990,6.45,0.359822599
17-11-2021,14:44:47,1792.55,1792.3,1798.5,3334265,5.95,0.331929374
17-11-2021,14:59:33,1792.55,1792.3,1787.1,3680182,-5.45,-0.30403615
17-11-2021,15:13:57,1792.55,1792.3,1784.75,4123381,-7.8,-0.435134306
17-11-2021,15:21:09,1792.55,1792.3,1787.2,4366735,-5.35,-0.298457505
17-11-2021,15:26:44,1792.55,1792.3,1790,4608463,-2.55,-0.142255446
18-11-2021,10:38:13,1781.6,1787.45,1770.1,1255895,-11.5,-0.645487203
18-11-2021,10:38:51,1781.6,1787.45,1770.05,1281800,-11.55,-0.648293669
18-11-2021,10:40:15,1781.6,1787.45,1770.35,1293783,-11.25,-0.631454872
18-11-2021,10:44:33,1781.6,1787.45,1770.8,1316505,-10.8,-0.606196677
18-11-2021,10:44:45,1781.6,1787.45,1771,1322889,-10.6,-0.594970813
18-11-2021,10:45:19,1781.6,1787.45,1771.7,1326573,-9.9,-0.555680287
18-11-2021,10:45:33,1781.6,1787.45,1771.85,1327080,-9.75,-0.547260889
18-11-2021,10:54:51,1781.6,1787.45,1769,1479623,-12.6,-0.707229457
18-11-2021,11:30:19,1781.6,1787.45,1769.75,1719057,-11.85,-0.665132465
18-11-2021,11:30:24,1781.6,1787.45,1769.9,1718954,-11.7,-0.656713067
18-11-2021,11:30:30,1781.6,1787.45,1769.65,1720742,-11.95,-0.670745397
18-11-2021,11:35:12,1781.6,1787.45,1769.65,1740428,-11.95,-0.670745397
18-11-2021,11:37:30,1781.6,1787.45,1770.75,1749177,-10.85,-0.609003143
18-11-2021,11:37:59,1781.6,1787.45,1770.3,1751173,-11.3,-0.634261338
18-11-2021,11:46:20,1781.6,1787.45,1770.2,1800052,-11.4,-0.63987427
18-11-2021,11:48:25,1781.6,1787.45,1770.15,1814259,-11.45,-0.642680736
18-11-2021,11:49:17,1781.6,1787.45,1770.35,1820877,-11.25,-0.631454872
18-11-2021,11:51:39,1781.6,1787.45,1770,1837869,-11.6,-0.651100135
18-11-2021,12:17:33,1781.6,1787.45,1762.65,2173961,-18.95,-1.063650651
18-11-2021,12:18:18,1781.6,1787.45,1762.2,2176812,-19.4,-1.088908846
18-11-2021,12:23:08,1781.6,1787.45,1762.85,2211981,-18.75,-1.052424787
18-11-2021,12:42:06,1781.6,1787.45,1766.55,2384212,-15.05,-0.844746295
18-11-2021,12:46:31,1781.6,1787.45,1766.35,2421068,-15.25,-0.85597216
18-11-2021,12:53:01,1781.6,1787.45,1768.65,2469969,-12.95,-0.726874719
18-11-2021,13:25:21,1781.6,1787.45,1773.15,2747446,-8.45,-0.474292771
18-11-2021,13:25:29,1781.6,1787.45,1773.3,2749855,-8.3,-0.465873372
19-11-2021,12:55:59,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,12:56:36,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,12:57:08,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,12:58:31,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,12:59:24,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,12:59:38,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,13:37:41,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,13:37:49,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,13:39:14,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,13:40:30,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,13:42:04,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,13:44:05,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,13:48:18,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,14:28:03,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,14:42:06,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,14:44:42,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,15:08:53,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,15:10:25,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,15:13:54,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,15:27:53,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,15:28:04,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,15:28:19,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,15:28:30,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,15:28:41,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,15:29:03,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,15:29:11,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,15:29:25,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,15:29:37,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,15:29:56,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,15:30:14,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
19-11-2021,15:30:14,1781.6,1787.45,1774,5991030,-7.6,-0.426582847
22-11-2021,09:51:42,1784,1779.4,1769.3,649719,-14.7,-0.823991031
22-11-2021,09:52:11,1784,1779.4,1769.7,651795,-14.3,-0.801569507
22-11-2021,10:03:06,1784,1779.4,1768.95,725180,-15.05,-0.843609865
22-11-2021,10:04:19,1784,1779.4,1766.8,737717,-17.2,-0.964125561
22-11-2021,10:04:35,1784,1779.4,1768,739064,-16,-0.896860987
22-11-2021,10:10:20,1784,1779.4,1766.5,781937,-17.5,-0.980941704
22-11-2021,10:16:10,1784,1779.4,1766.6,805890,-17.4,-0.975336323
22-11-2021,10:32:19,1784,1779.4,1765.8,891930,-18.2,-1.020179372
22-11-2021,10:53:32,1784,1779.4,1770.25,1067444,-13.75,-0.77073991
22-11-2021,10:53:57,1784,1779.4,1771.5,1070842,-12.5,-0.700672646
22-11-2021,12:00:53,1784,1779.4,1774.5,1831392,-9.5,-0.532511211
22-11-2021,12:01:17,1784,1779.4,1774.6,1833339,-9.4,-0.52690583
22-11-2021,12:07:26,1784,1779.4,1774.7,1904139,-9.3,-0.521300448
22-11-2021,12:26:33,1784,1779.4,1768.25,2192909,-15.75,-0.882847534
22-11-2021,12:57:34,1784,1779.4,1770.1,2535284,-13.9,-0.779147982
22-11-2021,13:04:20,1784,1779.4,1771.85,2623121,-12.15,-0.681053812
22-11-2021,13:12:28,1784,1779.4,1769.55,2688450,-14.45,-0.809977578
22-11-2021,13:17:29,1784,1779.4,1768.5,2730877,-15.5,-0.868834081
22-11-2021,13:21:23,1784,1779.4,1770.3,2762067,-13.7,-0.76793722
22-11-2021,13:23:13,1784,1779.4,1771,2769797,-13,-0.728699552
22-11-2021,13:30:36,1784,1779.4,1769.3,2814452,-14.7,-0.823991031
22-11-2021,13:49:38,1784,1779.4,1769.3,2814452,-14.7,-0.823991031
22-11-2021,14:13:38,1784,1779.4,1764.65,3194156,-19.35,-1.084641256
22-11-2021,14:19:29,1784,1779.4,1764,3228922,-20,-1.121076233
22-11-2021,15:44:08,1784,1779.4,1759.4,5960210,-24.6,-1.378923767
23-11-2021,10:00:46,1735.1,1759.4,1723.2,1685560,-11.9,-0.685839433
23-11-2021,10:28:24,1735.1,1759.4,1719,2364448,-16.1,-0.927900409
23-11-2021,11:49:31,1735.1,1759.4,1735.65,3399816,0.55,0.031698461
23-11-2021,12:36:31,1735.1,1759.4,1738.15,3980628,3.05,0.175782376
23-11-2021,12:40:05,1735.1,1759.4,1738.7,4004799,3.6,0.207480837
23-11-2021,12:51:31,1735.1,1759.4,1739.25,4088006,4.15,0.239179298
23-11-2021,13:03:16,1735.1,1759.4,1742,4200410,6.9,0.397671604
23-11-2021,13:44:19,1735.1,1759.4,1743.9,4822157,8.8,0.507175379
